Days,Titles,Periods,Places,Explains,Bars |
26,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
26,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
26,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
26,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
26,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
26,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
26,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
26,전시명 : 오순미 초대전 《바람이 불지 않는 거울연못 : Looking Into The Mirror Pond》 ,전시기간 : 2021. 08. 17.(화) ~ 09. 26.(일) ,전시장소 : 부천아트벙커B39 2층 Electric Cabinet ,"전시소개 
세상의 모든 존재는 변화하거나 움직...",|
26,전시명 : 그룹전 <CIRCLES IN A CIRCLE> ,전시기간 : 2021. 07. 26.(월) ~ 09. 26.(일) ,"전시장소 : 부천아트벙커B39 1층 전역 (MMH BUNKER 제외) 
경기도 부천시 삼작로 53 부천아트벙커B39 ", ,|
27,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
27,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
27,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
27,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
27,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
27,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
27,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
28,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
28,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
28,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
28,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
28,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
28,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
28,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
29,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
29,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
29,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
29,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
29,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
29,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
29,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
30,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
30,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
30,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
30,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
30,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
30,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
30,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
30,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
1,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
1,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
1,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
1,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
1,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
1,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
1,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
1,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
2,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
2,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
2,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
2,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
2,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
2,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
2,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
2,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
3,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
3,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
3,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
3,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
3,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
3,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
3,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
3,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
4,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
4,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
4,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
4,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
4,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
4,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
4,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
4,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
5,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
5,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
5,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
5,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
5,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
5,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
5,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
5,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
6,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
6,전시명: 이집트-삶 죽음 부활의 이야기 ,전시기간: 2019. 12. 16. ~ 2021. 11. 07. ,전시장소: 국립중앙박물관 상설전시관 3층 ,"아시아에서 세계로 시선을 확장해 더욱 다양한 문화를 선보이기 위해 
국립중앙박물관 아시아관...",|
6,전시명 : 노래하는 새들 ,전시기간 : 2021. 5. 4. ~ 2021. 10. 24. ,"전시장소 : MOKA 가든 ART LAB 
(경기도 남양주시 다산순환로 50 현대프리미엄아울렛 SPACE 1 A관 3F) ","전시소개 
감각적인 일러스트레이션의 엠마누엘 워커 수채화로...",|
6,전시명: 김현식: 현玄 ,전시기간: 2021. 9. 8. ~ 2021. 10. 17. ,전시장소: 학고재갤러리 ,"전시소개 
김현식(金玄植 1965-)은 회화 속에 시간을 포획한다. 수평으로 레진을 올리고 마른 후 칼과 송곳으로 수직선을 그은 후 물감을 바르고 ...",|
6,전시명 : 공공미술 프로젝트 <Place of Place> 展 ,전시기간 : 2021. 9. 1. ~ 2021. 10. 17. / 10:00-17:00 / (휴관 : 월요일 추석연휴) ,전시장소 : 로얄엑스 (주소: 경기도 화성시 팔탄면 시청로 895-20) ,"전시소개 
화성시 시승격 20주년...",|
6,전시명: <박윤주개인전>깨어나보니 이세계 입실롱_When wake up Another dimension Ypsilon ,전시기간: 2021.9.30.-10.10 ,"전시장소: 금호미술관 B1 
지원: 서울문화재단 금호미술관 ","전시소개 
입실롱이라는 단어는 알파벳 Y(입실론)와 ...",|
6,전시명 : 2021 전시공간 활성화 지원 사업 <여행갈까요> ,"전시기간 : 9. 2.(목) ~ 10. 10.(일) 10:00~18:00 
 매주 월요일 추석당일 휴관 ",전시장소 : 평촌아트홀 기획전시실 1~2관 ,"전시소개 
여행을 갈 수 없는 지금 상황이 너무 답답...",|
6,전시명: DNA 한국미술 어제와 오늘 ,전시기간: 2021. 7. 8. -2021. 10. 10. ,"전시장소: 국립현대미술관 덕수궁관 
*덕수궁 입장료 별도 ","전시소개 
한국의 문화재와 근현대 미술을 한자리에서 감상하고 비교하며 한국의 미를 새롭게 바라...",|
7,전시명 : 양정욱 특별 전시 <대화의 풍경 : 우리는 가끔씩 휘어지던 말을 했다.> ,전시기간 : 2020.11.07 (토) - 상설전시 ,전시장소 : 부천아트벙커B39 1F 벙커 BUNKER ," 
전시소개 
양정욱 작가는 소소하게 경험한 작가의 일상의 행위들을...",|
